ies,sector ies,caracter ies,departamento domicilio ies,municipio domicilio ies,programa academico,nivel academico,nivel formacion,metodología,sexo,anio,semestre,graduados,matriculados
ESPANIA,ESP,C. PALMA DE MALLORCA,ADULTO JOVEN,23,NINGUNA,NINGUNA,BACHILLERATO,UNION_LIBRE,MASCULINO,12,150,1,2
CANADA,CAN,C. CALGARY,ADULTO JOVEN,23,NO INDICA,NO INDICA,NO INDICA,SOLTERO,FEMENINO,12,150,1,1
ESPANIA,ESP,C. BARCELONA,ADULTO JOVEN,23,NINGUNA,NINGUNA,BACHILLERATO,CASADO,FEMENINO,01,150,1,1
ESPANIA,ESP,C. SEVILLA,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,VIUDO,FEMENINO,13,150,1,1
ESTADOS UNIDOS,USA,C. SAN JUAN PTO RICO,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,13,150,1,1
ARGENTINA,ARG,C. BUENOS AIRES,ADULTO JOVEN,23,CIENCIAS SOCIALES Y HUMANAS,DERECHO Y AFINES,NO INDICA,SOLTERO,FEMENINO,13,150,1,1
AUSTRALIA,AUS,C. SYDNEY,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,13,150,1,1
DINAMARCA,DNK,C. ESTOCOLMO,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,12,150,1,1
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO JOVEN,23,CIENCIAS SOCIALES Y HUMANAS,DERECHO Y AFINES,NO INDICA,DESCONOCIDO,MASCULINO,13,150,1,2
ESTADOS UNIDOS,USA,C. NUEVA YORK,ADULTO JOVEN,23,COCINA Y CULINARIA,COCINA Y CULINARIA,PREGRADO - TECNOLOGICO,DESCONOCIDO,MASCULINO,13,150,1,1
CANADA,CAN,C. OTTAWA,ADULTO JOVEN,23,NO INDICA,NO INDICA,NO INDICA,SOLTERO,MASCULINO,13,150,1,1
VENEZUELA,VEN,C. MARACAIBO,ADULTO JOVEN,23,NINGUNA,NINGUNA,NINGUNO,SOLTERO,MASCULINO,12,150,1,1
ESPANIA,ESP,C. BILBAO,ADULTO JOVEN,23,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,MASCULINO,12,162,1,1
CUBA,CUB,C. LA HABANA,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,13,150,1,1
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,CASADO,FEMENINO,13,150,1,4
ESTADOS UNIDOS,USA,C. ORLANDO,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,11,154,1,2
JAPON,JPN,C. TOKIO,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,13,150,1,1
EL SALVADOR,SLV,C. SAN SALVADOR,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,12,150,1,1
VENEZUELA,VEN,C. MERIDA VEN,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,13,150,1,3
ESPANIA,ESP,C. LAS PALMAS DE G.C,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,11,140,1,1
ESPANIA,ESP,C. MADRID,ADULTO JOVEN,23,CIENCIAS DE LA EDUCACION,EDUCACION,NO INDICA,SOLTERO,FEMENINO,12,150,1,2
ESPANIA,ESP,C. VALENCIA ESP,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,11,176,1,1
COSTA RICA,CRI,C. SAN JOSE,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,11,165,1,1
VENEZUELA,VEN,C. VALENCIA VEN,ADULTO JOVEN,23,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,12,160,1,1
COSTA RICA,CRI,C. SAN JOSE,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,11,150,1,1
EMIRATOS ARABES UNIDOS,ARE,C. ABU DHABI,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,13,150,1,2
ESPANIA,ESP,C. MADRID,ADULTO JOVEN,23,NINGUNA,NINGUNA,PRIMARIA,UNION_LIBRE,FEMENINO,12,150,1,1
ESTADOS UNIDOS,USA,C. SAN FRANCISCO,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,13,150,1,30
ESPANIA,ESP,C. BARCELONA,ADULTO JOVEN,23,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,12,169,1,1
SUECIA,SWE,C. ESTOCOLMO,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,11,150,1,1
ESPANIA,ESP,C. MADRID,ADULTO JOVEN,23,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,11,175,1,2
BRASIL,BRA,C. SAO PAULO,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,12,150,1,26
PANAMA,PAN,C. PANAMA,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,11,165,1,1
ITALIA,ITA,C. MILAN,ADULTO JOVEN,23,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,13,160,1,1
ESPANIA,ESP,C. MADRID,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,11,158,1,2
ESPANIA,ESP,C. BILBAO,ADULTO JOVEN,23,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,MASCULINO,12,167,1,1
PANAMA,PAN,C. PANAMA,ADULTO JOVEN,23,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,12,160,1,1
ESTADOS UNIDOS,USA,C. NEWARK,ADULTO JOVEN,23,MATEMATICAS Y CIENCIAS NATURALES,QUIMICA Y AFINES,PREGRADO - PROFESIONAL,SOLTERO,MASCULINO,12,150,1,1
ESTADOS UNIDOS,USA,C. SAN FRANCISCO,ADULTO JOVEN,23,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,13,167,1,1
ESTADOS UNIDOS,USA,C. CHICAGO,ADULTO JOVEN,23,CIENCIAS DE LA SALUD,MEDICINA,NO INDICA,DESCONOCIDO,FEMENINO,11,160,1,1
REINO UNIDO,GBR,C. LONDRES,ADULTO JOVEN,23,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,13,160,1,1
VENEZUELA,VEN,C. SAN CRISTOBAL,ADULTO JOVEN,23,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,11,170,1,1
ESPANIA,ESP,C. LAS PALMAS DE G.C,ADULTO JOVEN,23,NINGUNA,NINGUNA,BACHILLERATO,UNION_LIBRE,MASCULINO,12,150,1,2
ITALIA,ITA,C. MILAN,ADULTO JOVEN,23,CIENCIAS DE LA SALUD,ENFERMERIA,NO INDICA,DESCONOCIDO,FEMENINO,13,150,1,1
ECUADOR,ECU,C. QUITO,ADULTO JOVEN,23,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,12,150,1,2
ESPANIA,ESP,C. MADRID,ADULTO JOVEN,23,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,13,154,1,1
ESPANIA,ESP,C. MADRID,ADULTO JOVEN,23,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,FEMENINO,12,150,1,20
ECUADOR,ECU,C. QUITO,ADULTO JOVEN,23,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,11,160,1,2
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO JOVEN,23,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,12,150,1,1
CANADA,CAN,C. TORONTO,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,UNION_LIBRE,FEMENINO,12,150,1,1
MEXICO,MEX,C. MEXICO,ADULTO JOVEN,23,CIENCIAS SOCIALES Y HUMANAS,CIENCIA POLITICA Y/O RELACIONES INTERNACIONALES,NO INDICA,SOLTERO,FEMENINO,13,150,1,1
ITALIA,ITA,C. ROMA,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,11,150,1,1
ESPANIA,ESP,C. SEVILLA,ADULTO JOVEN,23,COCINA Y CULINARIA,COCINA Y CULINARIA,PREGRADO - PROFESIONAL,SOLTERO,FEMENINO,13,150,1,1
ESTADOS UNIDOS,USA,C. LOS ANGELES,ADULTO JOVEN,23,CIENCIAS SOCIALES Y HUMANAS,CIENCIA POLITICA Y/O RELACIONES INTERNACIONALES,NO INDICA,SOLTERO,FEMENINO,12,150,1,1
ARGENTINA,ARG,C. BUENOS AIRES,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,01,150,1,1
COSTA RICA,CRI,C. SAN JOSE,ADULTO JOVEN,23,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,11,168,1,1
ECUADOR,ECU,C. QUITO,ADULTO JOVEN,23,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,12,165,1,1
ESTADOS UNIDOS,USA,C. ORLANDO,ADULTO JOVEN,23,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,FEMENINO,13,168,1,1
ESPANIA,ESP,C. LAS PALMAS DE G.C,ADULTO JOVEN,23,COCINA Y CULINARIA,COCINA Y CULINARIA,PREGRADO - TECNICO PROFESIONAL,SOLTERO,MASCULINO,12,150,1,1
ECUADOR,ECU,C. ESMERALDAS,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,UNION_LIBRE,FEMENINO,13,150,1,9
REINO UNIDO,GBR,C. LONDRES,ADULTO JOVEN,23,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,13,152,1,2
ECUADOR,ECU,C. QUITO,ADULTO JOVEN,23,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,FEMENINO,12,157,1,1
CHILE,CHL,C. SANTIAGO,ADULTO JOVEN,23,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,FEMENINO,12,150,1,4
CANADA,CAN,C. MONTREAL,ADULTO JOVEN,23,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,11,183,1,1
ESTADOS UNIDOS,USA,C. LOS ANGELES,ADULTO JOVEN,23,CIENCIAS SOCIALES Y HUMANAS,DERECHO Y AFINES,PREGRADO - PROFESIONAL,SOLTERO,FEMENINO,13,150,1,2
CURACAO,CUW,C. WILLEMSTAD,ADULTO JOVEN,23,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,FEMENINO,12,150,1,1
ECUADOR,ECU,C. QUITO,ADULTO JOVEN,23,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,12,170,1,1
ECUADOR,ECU,C. GUAYAQUIL,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,13,150,1,106
CHINA,CHN,C. GUANGZHOU,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,13,150,1,2
ESTADOS UNIDOS,USA,C. SAN FRANCISCO,ADULTO JOVEN,23,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,MASCULINO,12,150,1,11
VENEZUELA,VEN,C. VALENCIA VEN,ADULTO JOVEN,23,NINGUNA,NINGUNA,PRIMARIA,SOLTERO,FEMENINO,12,158,1,1
ARGENTINA,ARG,C. BUENOS AIRES,ADULTO JOVEN,23,CIENCIAS DE LA SALUD,OTRO PROGRAMA DE SALUD,NO INDICA,SOLTERO,FEMENINO,13,150,1,1
ECUADOR,ECU,C. GUAYAQUIL,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,11,140,1,1
REINO UNIDO,GBR,C. LONDRES,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,13,150,1,4
ESPANIA,ESP,C. SEVILLA,ADULTO JOVEN,23,COCINA Y CULINARIA,COCINA Y CULINARIA,PREGRADO - PROFESIONAL,DESCONOCIDO,MASCULINO,13,150,1,1
MEXICO,MEX,C. CANCUN,ADULTO JOVEN,23,NINGUNA,NINGUNA,BACHILLERATO,UNION_LIBRE,MASCULINO,12,150,1,1
ESTADOS UNIDOS,USA,C. HOUSTON,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,UNION_LIBRE,FEMENINO,13,150,1,1
CHILE,CHL,C. ANTOFAGASTA,ADULTO JOVEN,23,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,12,172,1,1
ESPANIA,ESP,C. MADRID,ADULTO JOVEN,23,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,MASCULINO,12,175,1,3
ESTADOS UNIDOS,USA,C. CHICAGO,ADULTO JOVEN,23,CIENCIAS DE LA SALUD,ENFERMERIA,PREGRADO - PROFESIONAL,SOLTERO,MASCULINO,12,150,1,1
REINO UNIDO,GBR,C. LONDRES,ADULTO JOVEN,23,CIENCIAS SOCIALES Y HUMANAS,OTROS ESTUDIOS EN CIENCIAS SOCIALES Y HUMANAS,NO INDICA,SOLTERO,FEMENINO,13,150,1,1
ECUADOR,ECU,C. TULCAN,ADULTO JOVEN,23,CIENCIAS DE LA SALUD,ENFERMERIA,NO INDICA,SOLTERO,FEMENINO,13,150,1,1
ESPANIA,ESP,C. VALENCIA ESP,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,11,166,1,1
ESPANIA,ESP,C. VALENCIA ESP,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,11,160,1,4
CANADA,CAN,C. MONTREAL,ADULTO JOVEN,23,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,MASCULINO,12,150,1,2
ESTADOS UNIDOS,USA,C. ORLANDO,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,CASADO,MASCULINO,13,150,1,2
ESTADOS UNIDOS,USA,C. NUEVA YORK,ADULTO JOVEN,23,CIENCIAS SOCIALES Y HUMANAS,PSICOLOGIA Y AFINES,PREGRADO - TECNOLOGICO,SOLTERO,FEMENINO,12,150,1,1
VENEZUELA,VEN,C. MARACAIBO,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,12,165,1,1
ARGENTINA,ARG,C. BUENOS AIRES,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,11,160,1,3
ESPANIA,ESP,C. BARCELONA,ADULTO JOVEN,23,CIENCIAS SOCIALES Y HUMANAS,ANTROPOLOGIA O ARTES LIBERALES,NO INDICA,DESCONOCIDO,FEMENINO,13,150,1,1
CANADA,CAN,C. MONTREAL,ADULTO JOVEN,23,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,FEMENINO,12,150,1,1
ESPANIA,ESP,C. MADRID,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,13,158,1,1
ANDORRA,AND,C. BARCELONA,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,12,150,1,1
ESTADOS UNIDOS,USA,C. ATLANTA,ADULTO JOVEN,23,NINGUNA,NINGUNA,BACHILLERATO,UNION_LIBRE,MASCULINO,12,150,1,1
ESTADOS UNIDOS,USA,C. NEWARK,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,11,152,1,1
ESPANIA,ESP,C. MADRID,ADULTO JOVEN,23,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,MASCULINO,13,168,1,1
ECUADOR,ECU,C. GUAYAQUIL,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,01,150,1,2
ESTADOS UNIDOS,USA,C. NUEVA YORK,ADULTO JOVEN,23,CIENCIAS DE LA EDUCACION,EDUCACION,PREGRADO - PROFESIONAL,SOLTERO,MASCULINO,12,150,1,1
ESPANIA,ESP,C. SEVILLA,ADULTO JOVEN,23,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,12,178,1,1
REINO UNIDO,GBR,C. LONDRES,ADULTO JOVEN,23,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,MASCULINO,12,173,1,1
ESPANIA,ESP,C. MADRID,ADULTO JOVEN,23,NINGUNA,NINGUNA,BACHILLERATO,UNION_LIBRE,MASCULINO,13,150,1,3
PANAMA,PAN,C. PANAMA,ADULTO JOVEN,23,CIENCIAS DE LA SALUD,ENFERMERIA,NO INDICA,DESCONOCIDO,FEMENINO,13,150,1,1
BRASIL,BRA,C. BRASILIA,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,12,150,1,4
ESPANIA,ESP,C. MADRID,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,UNION_LIBRE,MASCULINO,12,150,1,1
ESPANIA,ESP,C. MADRID,ADULTO JOVEN,23,CIENCIAS SOCIALES Y HUMANAS,DERECHO Y AFINES,NO INDICA,SOLTERO,FEMENINO,12,150,1,3
ESPANIA,ESP,C. SEVILLA,ADULTO JOVEN,23,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,11,150,1,7
PAISES BAJOS,NLD,C. AMSTERDAM,ADULTO JOVEN,23,CIENCIAS SOCIALES Y HUMANAS,PSICOLOGIA Y AFINES,NO INDICA,SOLTERO,FEMENINO,12,150,1,1
ESTADOS UNIDOS,USA,C. NUEVA YORK,ADULTO JOVEN,23,CIENCIAS SOCIALES Y HUMANAS,DERECHO Y AFINES,NO INDICA,SOLTERO,FEMENINO,12,150,1,2
REINO UNIDO,GBR,C. LONDRES,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,01,150,1,1
ESTADOS UNIDOS,USA,C. BOSTON,ADULTO JOVEN,23,CIENCIAS DE LA EDUCACION,EDUCACION,PREGRADO - TECNICO PROFESIONAL,UNION_LIBRE,FEMENINO,12,150,1,1
ESTADOS UNIDOS,USA,C. ATLANTA,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,11,130,1,1
ESTADOS UNIDOS,USA,C. HOUSTON,ADULTO JOVEN,23,CIENCIAS DE LA EDUCACION,EDUCACION,PREGRADO - PROFESIONAL,SOLTERO,MASCULINO,13,150,1,2
ESPANIA,ESP,C. SEVILLA,ADULTO JOVEN,23,NINGUNA,NINGUNA,PREGRADO - TECNOLOGICO,CASADO,MASCULINO,12,170,1,1
ESTADOS UNIDOS,USA,C. BOSTON,ADULTO JOVEN,23,NINGUNA,NINGUNA,BACHILLERATO,CASADO,MASCULINO,13,150,1,1
SUIZA,CHE,C. BERNA,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,CASADO,FEMENINO,13,150,1,1
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO JOVEN,23,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,12,170,1,2
ESPANIA,ESP,C. MADRID,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,11,162,1,3
ESPANIA,ESP,C. MADRID,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,13,148,1,1
SUDAFRICA,ZAF,C. PRETORIA,ADULTO JOVEN,23,CIENCIAS SOCIALES Y HUMANAS,DERECHO Y AFINES,NO INDICA,SOLTERO,MASCULINO,12,150,1,1
COSTA RICA,CRI,C. SAN JOSE,ADULTO JOVEN,23,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,11,154,1,1
ESTADOS UNIDOS,USA,C. LOS ANGELES,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,11,130,1,1
MEXICO,MEX,C. GUADALAJARA,ADULTO JOVEN,23,CIENCIAS SOCIALES Y HUMANAS,PSICOLOGIA Y AFINES,NO INDICA,SOLTERO,FEMENINO,13,150,1,1
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO JOVEN,23,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,11,180,1,1
ECUADOR,ECU,C. TULCAN,ADULTO JOVEN,23,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,12,128,1,1
ARGENTINA,ARG,C. BUENOS AIRES,ADULTO JOVEN,23,CIENCIAS DE LA SALUD,ENFERMERIA,PREGRADO - TECNICO PROFESIONAL,SOLTERO,MASCULINO,13,150,1,1
ESPANIA,ESP,C. MADRID,ADULTO JOVEN,23,NINGUNA,NINGUNA,BACHILLERATO,CASADO,MASCULINO,13,150,1,2
ESPANIA,ESP,C. MADRID,ADULTO JOVEN,23,MATEMATICAS Y CIENCIAS NATURALES,QUIMICA Y AFINES,BACHILLERATO,SOLTERO,FEMENINO,11,156,1,1
ARGENTINA,ARG,C. BUENOS AIRES,ADULTO JOVEN,23,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,11,150,1,1
CANADA,CAN,C. MONTREAL,ADULTO JOVEN,23,CIENCIAS SOCIALES Y HUMANAS,PSICOLOGIA Y AFINES,PREGRADO - PROFESIONAL,SOLTERO,FEMENINO,13,150,1,1
ESTADOS UNIDOS,USA,C. ORLANDO,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,11,146,1,1
CANADA,CAN,C. TORONTO,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,12,150,1,4
VENEZUELA,VEN,C. MARACAIBO,ADULTO JOVEN,23,CIENCIAS SOCIALES Y HUMANAS,PSICOLOGIA Y AFINES,NO INDICA,SOLTERO,FEMENINO,12,150,1,1
ESPANIA,ESP,C. PALMA DE MALLORCA,ADULTO JOVEN,23,BELLAS ARTES,OTRO PROGRAMA DE BELLAS ARTES,PREGRADO - TECNICO PROFESIONAL,SOLTERO,FEMENINO,12,150,1,1
ECUADOR,ECU,C. GUAYAQUIL,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,11,170,1,1
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO JOVEN,23,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,MASCULINO,13,150,1,4
ESPANIA,ESP,C. LAS PALMAS DE G.C,ADULTO JOVEN,23,CIENCIAS SOCIALES Y HUMANAS,OTROS ESTUDIOS EN CIENCIAS SOCIALES Y HUMANAS,NO INDICA,SOLTERO,FEMENINO,13,150,1,1
ESTADOS UNIDOS,USA,C. NEWARK,ADULTO JOVEN,23,CIENCIAS DE LA SALUD,ENFERMERIA,PREGRADO - TECNICO PROFESIONAL,SOLTERO,FEMENINO,12,150,1,1
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO JOVEN,23,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,11,165,1,1
ESPANIA,ESP,C. MADRID,ADULTO JOVEN,23,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,12,172,1,3
BRASIL,BRA,C. SAO PAULO,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,UNION_LIBRE,FEMENINO,12,150,1,1
SUIZA,CHE,C. BERNA,ADULTO JOVEN,23,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,MASCULINO,13,150,1,2
ESTADOS UNIDOS,USA,C. SAN FRANCISCO,ADULTO JOVEN,23,CIENCIAS DE LA EDUCACION,EDUCACION,NO INDICA,DESCONOCIDO,FEMENINO,13,150,1,1
BAHAMAS,BHS,C. KINGSTON,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,12,150,1,1
BRASIL,BRA,C. SAO PAULO,ADULTO JOVEN,23,NO INDICA,COCINA Y CULINARIA,NO INDICA,SOLTERO,FEMENINO,12,150,1,1
ESTADOS UNIDOS,USA,C. CHICAGO,ADULTO JOVEN,23,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,13,155,1,1
ESTADOS UNIDOS,USA,C. NEWARK,ADULTO JOVEN,23,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,FEMENINO,13,165,1,1
ECUADOR,ECU,C. GUAYAQUIL,ADULTO JOVEN,23,CIENCIAS SOCIALES Y HUMANAS,DERECHO Y AFINES,NO INDICA,DESCONOCIDO,FEMENINO,13,150,1,1
VENEZUELA,VEN,C. SAN CRISTOBAL,ADULTO JOVEN,23,NO INDICA,NO INDICA,PREGRADO - PROFESIONAL,SOLTERO,FEMENINO,11,150,1,1
ALEMANIA,DEU,C. BERLIN,ADULTO JOVEN,23,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,12,160,1,1
ESTADOS UNIDOS,USA,C. LOS ANGELES,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,12,150,1,9
ARUBA,ABW,C. ARUBA,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,12,150,1,4
ESPANIA,ESP,C. MADRID,ADULTO JOVEN,23,CIENCIAS DE LA EDUCACION,EDUCACION,NO INDICA,DESCONOCIDO,MASCULINO,13,150,1,3
ESTADOS UNIDOS,USA,C. ORLANDO,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,FEMENINO,11,144,1,1
ESTADOS UNIDOS,USA,C. CHICAGO,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,13,150,1,20
POLONIA,POL,C. VARSOVIA,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,13,150,1,1
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,13,150,1,53
ECUADOR,ECU,C. QUITO,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,DESCONOCIDO,13,150,1,1
VENEZUELA,VEN,C. PUERTO AYACUCHO,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,12,150,1,2
ESPANIA,ESP,C. SEVILLA,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,01,150,1,1
ESTADOS UNIDOS,USA,C. ATLANTA,ADULTO JOVEN,23,NINGUNA,NINGUNA,BACHILLERATO,CASADO,FEMENINO,13,150,1,1
VENEZUELA,VEN,C. BARINAS,ADULTO JOVEN,23,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,12,150,1,1
ESTADOS UNIDOS,USA,C. HOUSTON,ADULTO JOVEN,23,NINGUNA,NINGUNA,NO INDICA,DESCONOCIDO,MASCULINO,11,155,1,1
ESTADOS UNIDOS,USA,C. LOS ANGELES,ADULTO JOVEN,23,NINGUNA,NINGUNA,NINGUNO,SOLTERO,FEMENINO,13,150,1,2
